agents,solveMILP,solveConicGibbsGreedyDynamic,solveGreedy
"[(0, 25, 0.25), (1, 75, 0.5), (2, 25, 0.75), (3, 25, 0.5), (4, 75, 0.5), (5, 50, 0.25), (6, 50, 0.5), (7, 50, 0.75), (8, 75, 0.25), (9, 50, 0.5), (10, 25, 0.75), (11, 50, 0.75), (12, 75, 0.25), (13, 25, 0.25), (14, 50, 0.5), (15, 50, 0.25), (16, 50, 0.75), (17, 25, 0.5), (18, 50, 0.75), (19, 50, 0.25), (20, 50, 0.5), (21, 75, 0.75), (22, 50, 0.25), (23, 50, 0.75), (24, 75, 0.5), (25, 50, 0.75), (26, 75, 0.5), (27, 25, 0.25), (28, 50, 0.25), (29, 75, 0.25), (30, 25, 0.25), (31, 50, 0.25), (32, 50, 0.75), (33, 75, 0.75), (34, 50, 0.75), (35, 75, 0.75), (36, 75, 0.5), (37, 50, 0.25), (38, 75, 0.25), (39, 25, 0.25), (40, 25, 0.75), (41, 25, 0.25), (42, 50, 0.5), (43, 50, 0.5), (44, 75, 0.75), (45, 75, 0.75), (46, 75, 0.25), (47, 75, 0.25), (48, 75, 0.75), (49, 25, 0.75)]",592.3632393181651,137.34580228993502,518.3593647885842
"[(0, 25, 0.25), (1, 25, 0.25), (2, 50, 0.75), (3, 75, 0.25), (4, 75, 0.5), (5, 25, 0.25), (6, 75, 0.75), (7, 75, 0.75), (8, 75, 0.25), (9, 25, 0.25), (10, 75, 0.25), (11, 25, 0.75), (12, 75, 0.25), (13, 75, 0.25), (14, 25, 0.75), (15, 25, 0.5), (16, 75, 0.25), (17, 25, 0.5), (18, 25, 0.5), (19, 50, 0.75), (20, 50, 0.75), (21, 50, 0.75), (22, 25, 0.75), (23, 25, 0.5), (24, 50, 0.25), (25, 75, 0.5), (26, 75, 0.5), (27, 50, 0.5), (28, 25, 0.75), (29, 50, 0.25), (30, 75, 0.25), (31, 25, 0.5), (32, 25, 0.25), (33, 25, 0.5), (34, 25, 0.75), (35, 75, 0.75), (36, 50, 0.75), (37, 75, 0.25), (38, 50, 0.5), (39, 25, 0.25), (40, 25, 0.25), (41, 50, 0.25), (42, 50, 0.25), (43, 25, 0.5), (44, 75, 0.75), (45, 50, 0.75), (46, 25, 0.5), (47, 50, 0.75), (48, 75, 0.5), (49, 25, 0.5)]",531.6803076507915,121.61825878784732,428.1249960778963
"[(0, 50, 0.25), (1, 25, 0.25), (2, 75, 0.75), (3, 25, 0.25), (4, 25, 0.25), (5, 50, 0.5), (6, 50, 0.25), (7, 75, 0.25), (8, 25, 0.25), (9, 75, 0.5), (10, 50, 0.5), (11, 25, 0.25), (12, 50, 0.5), (13, 25, 0.75), (14, 25, 0.5), (15, 75, 0.25), (16, 75, 0.75), (17, 75, 0.5), (18, 75, 0.75), (19, 50, 0.5), (20, 50, 0.75), (21, 25, 0.75), (22, 50, 0.5), (23, 50, 0.25), (24, 50, 0.75), (25, 50, 0.5), (26, 75, 0.5), (27, 50, 0.25), (28, 50, 0.75), (29, 25, 0.5), (30, 25, 0.5), (31, 50, 0.75), (32, 25, 0.25), (33, 25, 0.25), (34, 25, 0.75), (35, 75, 0.5), (36, 50, 0.25), (37, 75, 0.25), (38, 75, 0.5), (39, 25, 0.75), (40, 50, 0.25), (41, 50, 0.5), (42, 75, 0.25), (43, 50, 0.5), (44, 25, 0.75), (45, 75, 0.5), (46, 75, 0.75), (47, 75, 0.5), (48, 25, 0.5), (49, 50, 0.5)]",508.248269594407,124.87621649346188,433.2031251437451
"[(0, 25, 0.5), (1, 25, 0.5), (2, 25, 0.25), (3, 75, 0.5), (4, 50, 0.25), (5, 75, 0.25), (6, 25, 0.25), (7, 50, 0.5), (8, 75, 0.5), (9, 50, 0.5), (10, 25, 0.25), (11, 50, 0.25), (12, 75, 0.25), (13, 25, 0.5), (14, 25, 0.5), (15, 75, 0.5), (16, 25, 0.25), (17, 75, 0.25), (18, 50, 0.5), (19, 50, 0.75), (20, 25, 0.5), (21, 75, 0.75), (22, 75, 0.5), (23, 25, 0.25), (24, 75, 0.25), (25, 75, 0.75), (26, 75, 0.75), (27, 25, 0.25), (28, 75, 0.25), (29, 50, 0.25), (30, 25, 0.5), (31, 50, 0.5), (32, 25, 0.25), (33, 25, 0.25), (34, 75, 0.5), (35, 25, 0.5), (36, 50, 0.5), (37, 25, 0.25), (38, 50, 0.25), (39, 75, 0.5), (40, 25, 0.25), (41, 25, 0.25), (42, 50, 0.75), (43, 25, 0.5), (44, 50, 0.25), (45, 75, 0.75), (46, 75, 0.75), (47, 25, 0.5), (48, 75, 0.75), (49, 75, 0.5)]",536.348286177968,154.79761244612462,471.0937380607914
"[(0, 50, 0.75), (1, 25, 0.75), (2, 75, 0.5), (3, 75, 0.5), (4, 50, 0.25), (5, 25, 0.75), (6, 25, 0.75), (7, 75, 0.25), (8, 75, 0.25), (9, 75, 0.75), (10, 50, 0.25), (11, 75, 0.5), (12, 25, 0.5), (13, 50, 0.5), (14, 25, 0.25), (15, 25, 0.5), (16, 75, 0.5), (17, 25, 0.75), (18, 75, 0.25), (19, 75, 0.75), (20, 50, 0.5), (21, 25, 0.5), (22, 50, 0.5), (23, 75, 0.75), (24, 75, 0.75), (25, 25, 0.25), (26, 25, 0.75), (27, 50, 0.5), (28, 75, 0.75), (29, 75, 0.5), (30, 75, 0.25), (31, 50, 0.75), (32, 25, 0.5), (33, 25, 0.5), (34, 50, 0.75), (35, 25, 0.5), (36, 25, 0.75), (37, 75, 0.75), (38, 50, 0.25), (39, 75, 0.75), (40, 50, 0.5), (41, 50, 0.5), (42, 50, 0.5), (43, 25, 0.5), (44, 75, 0.5), (45, 50, 0.5), (46, 25, 0.75), (47, 50, 0.25), (48, 25, 0.25), (49, 50, 0.5)]",569.0134462863184,136.91750939765237,506.24998431135504
"[(0, 50, 0.25), (1, 25, 0.25), (2, 25, 0.75), (3, 50, 0.75), (4, 75, 0.75), (5, 75, 0.75), (6, 25, 0.5), (7, 75, 0.5), (8, 75, 0.75), (9, 75, 0.25), (10, 75, 0.5), (11, 25, 0.75), (12, 25, 0.5), (13, 75, 0.25), (14, 75, 0.75), (15, 50, 0.75), (16, 50, 0.5), (17, 50, 0.5), (18, 75, 0.75), (19, 50, 0.75), (20, 25, 0.75), (21, 25, 0.5), (22, 25, 0.75), (23, 75, 0.75), (24, 25, 0.25), (25, 25, 0.75), (26, 25, 0.75), (27, 50, 0.75), (28, 75, 0.5), (29, 50, 0.5), (30, 50, 0.25), (31, 75, 0.75), (32, 75, 0.5), (33, 75, 0.75), (34, 50, 0.5), (35, 25, 0.25), (36, 50, 0.25), (37, 25, 0.25), (38, 50, 0.75), (39, 50, 0.25), (40, 25, 0.25), (41, 25, 0.5), (42, 75, 0.25), (43, 25, 0.25), (44, 25, 0.25), (45, 25, 0.25), (46, 50, 0.75), (47, 50, 0.75), (48, 25, 0.5), (49, 25, 0.25)]",629.7082305283268,145.06676880724757,533.5937245685667
"[(0, 25, 0.25), (1, 50, 0.5), (2, 50, 0.25), (3, 50, 0.75), (4, 50, 0.5), (5, 50, 0.5), (6, 50, 0.25), (7, 50, 0.25), (8, 25, 0.25), (9, 75, 0.5), (10, 50, 0.75), (11, 75, 0.75), (12, 75, 0.25), (13, 25, 0.5), (14, 75, 0.25), (15, 50, 0.75), (16, 75, 0.75), (17, 75, 0.5), (18, 25, 0.75), (19, 25, 0.5), (20, 50, 0.75), (21, 75, 0.25), (22, 75, 0.75), (23, 25, 0.5), (24, 25, 0.75), (25, 75, 0.75), (26, 50, 0.75), (27, 50, 0.5), (28, 75, 0.75), (29, 75, 0.25), (30, 75, 0.75), (31, 25, 0.75), (32, 75, 0.5), (33, 50, 0.25), (34, 50, 0.5), (35, 75, 0.75), (36, 75, 0.75), (37, 75, 0.25), (38, 50, 0.75), (39, 25, 0.5), (40, 50, 0.25), (41, 25, 0.25), (42, 50, 0.5), (43, 25, 0.75), (44, 25, 0.75), (45, 25, 0.25), (46, 75, 0.75), (47, 25, 0.75), (48, 25, 0.75), (49, 50, 0.75)]",653.128416144126,151.98976556419424,574.609352967257
"[(0, 25, 0.25), (1, 25, 0.25), (2, 25, 0.5), (3, 25, 0.5), (4, 25, 0.75), (5, 50, 0.5), (6, 75, 0.25), (7, 25, 0.75), (8, 50, 0.5), (9, 75, 0.25), (10, 75, 0.25), (11, 50, 0.5), (12, 25, 0.75), (13, 50, 0.75), (14, 50, 0.5), (15, 25, 0.25), (16, 75, 0.75), (17, 75, 0.5), (18, 25, 0.25), (19, 75, 0.75), (20, 75, 0.25), (21, 75, 0.5), (22, 25, 0.75), (23, 75, 0.5), (24, 25, 0.5), (25, 25, 0.25), (26, 50, 0.75), (27, 25, 0.75), (28, 50, 0.25), (29, 25, 0.5), (30, 25, 0.5), (31, 75, 0.75), (32, 25, 0.75), (33, 75, 0.5), (34, 75, 0.75), (35, 25, 0.5), (36, 25, 0.5), (37, 50, 0.75), (38, 75, 0.75), (39, 75, 0.5), (40, 25, 0.5), (41, 25, 0.25), (42, 50, 0.75), (43, 75, 0.25), (44, 25, 0.75), (45, 75, 0.5), (46, 75, 0.5), (47, 25, 0.25), (48, 50, 0.75), (49, 50, 0.25)]",540.9134813980886,142.39851514649902,508.59374338754543
"[(0, 50, 0.5), (1, 25, 0.75), (2, 25, 0.5), (3, 25, 0.75), (4, 75, 0.5), (5, 75, 0.75), (6, 75, 0.75), (7, 75, 0.5), (8, 75, 0.5), (9, 75, 0.5), (10, 25, 0.75), (11, 75, 0.25), (12, 25, 0.25), (13, 25, 0.75), (14, 75, 0.75), (15, 25, 0.5), (16, 50, 0.5), (17, 25, 0.25), (18, 25, 0.5), (19, 50, 0.25), (20, 25, 0.75), (21, 25, 0.75), (22, 50, 0.25), (23, 50, 0.5), (24, 50, 0.25), (25, 75, 0.25), (26, 75, 0.5), (27, 25, 0.75), (28, 25, 0.75), (29, 75, 0.25), (30, 50, 0.75), (31, 25, 0.25), (32, 25, 0.25), (33, 75, 0.25), (34, 75, 0.75), (35, 75, 0.75), (36, 75, 0.5), (37, 50, 0.5), (38, 75, 0.75), (39, 50, 0.75), (40, 75, 0.75), (41, 75, 0.25), (42, 75, 0.75), (43, 50, 0.75), (44, 25, 0.25), (45, 50, 0.25), (46, 50, 0.25), (47, 50, 0.75), (48, 50, 0.5), (49, 50, 0.25)]",601.7915321593412,160.51207922245715,539.0624932234161
"[(0, 50, 0.25), (1, 75, 0.75), (2, 50, 0.25), (3, 75, 0.5), (4, 25, 0.25), (5, 75, 0.75), (6, 75, 0.5), (7, 25, 0.75), (8, 75, 0.5), (9, 25, 0.25), (10, 25, 0.25), (11, 75, 0.5), (12, 75, 0.25), (13, 25, 0.75), (14, 25, 0.75), (15, 50, 0.25), (16, 75, 0.5), (17, 25, 0.25), (18, 50, 0.5), (19, 50, 0.5), (20, 50, 0.75), (21, 25, 0.5), (22, 75, 0.75), (23, 25, 0.75), (24, 25, 0.75), (25, 75, 0.75), (26, 50, 0.25), (27, 50, 0.75), (28, 75, 0.75), (29, 25, 0.75), (30, 50, 0.25), (31, 25, 0.75), (32, 50, 0.5), (33, 75, 0.5), (34, 25, 0.25), (35, 25, 0.5), (36, 75, 0.75), (37, 50, 0.75), (38, 75, 0.75), (39, 50, 0.75), (40, 50, 0.5), (41, 50, 0.75), (42, 50, 0.75), (43, 50, 0.75), (44, 50, 0.75), (45, 50, 0.75), (46, 25, 0.75), (47, 75, 0.5), (48, 25, 0.5), (49, 25, 0.25)]",625.0284499172259,153.1339204159709,550.7812423440234
"[(0, 75, 0.5), (1, 75, 0.25), (2, 75, 0.5), (3, 50, 0.75), (4, 25, 0.5), (5, 25, 0.75), (6, 75, 0.5), (7, 75, 0.25), (8, 75, 0.75), (9, 75, 0.75), (10, 25, 0.25), (11, 25, 0.75), (12, 75, 0.5), (13, 75, 0.25), (14, 75, 0.75), (15, 75, 0.5), (16, 25, 0.25), (17, 75, 0.75), (18, 75, 0.5), (19, 50, 0.5), (20, 75, 0.25), (21, 75, 0.25), (22, 75, 0.5), (23, 25, 0.25), (24, 50, 0.75), (25, 75, 0.75), (26, 50, 0.5), (27, 25, 0.5), (28, 75, 0.75), (29, 25, 0.5), (30, 75, 0.25), (31, 25, 0.5), (32, 75, 0.5), (33, 50, 0.5), (34, 50, 0.75), (35, 50, 0.5), (36, 75, 0.75), (37, 50, 0.25), (38, 50, 0.5), (39, 25, 0.5), (40, 25, 0.25), (41, 50, 0.25), (42, 75, 0.5), (43, 25, 0.5), (44, 50, 0.5), (45, 75, 0.25), (46, 75, 0.25), (47, 25, 0.25), (48, 25, 0.5), (49, 75, 0.5)]",569.0135107057545,154.7160777684139,493.7499949678049
"[(0, 25, 0.5), (1, 25, 0.5), (2, 50, 0.25), (3, 75, 0.5), (4, 25, 0.75), (5, 50, 0.5), (6, 25, 0.5), (7, 25, 0.75), (8, 75, 0.25), (9, 25, 0.25), (10, 50, 0.25), (11, 25, 0.75), (12, 50, 0.25), (13, 50, 0.25), (14, 50, 0.75), (15, 75, 0.5), (16, 25, 0.25), (17, 50, 0.75), (18, 50, 0.75), (19, 25, 0.75), (20, 50, 0.75), (21, 75, 0.5), (22, 75, 0.25), (23, 25, 0.75), (24, 50, 0.75), (25, 50, 0.5), (26, 25, 0.25), (27, 50, 0.5), (28, 25, 0.75), (29, 25, 0.25), (30, 25, 0.25), (31, 50, 0.75), (32, 25, 0.75), (33, 75, 0.75), (34, 50, 0.25), (35, 25, 0.5), (36, 25, 0.5), (37, 75, 0.75), (38, 75, 0.75), (39, 75, 0.75), (40, 25, 0.75), (41, 50, 0.5), (42, 50, 0.25), (43, 75, 0.25), (44, 75, 0.25), (45, 50, 0.25), (46, 50, 0.5), (47, 75, 0.75), (48, 75, 0.25), (49, 50, 0.75)]",553.8161433348446,154.6459110589335,494.1406202410264
"[(0, 25, 0.75), (1, 25, 0.25), (2, 25, 0.5), (3, 50, 0.25), (4, 50, 0.25), (5, 50, 0.75), (6, 25, 0.75), (7, 50, 0.5), (8, 75, 0.25), (9, 50, 0.5), (10, 50, 0.25), (11, 25, 0.75), (12, 50, 0.25), (13, 50, 0.5), (14, 50, 0.75), (15, 50, 0.75), (16, 50, 0.25), (17, 50, 0.25), (18, 75, 0.75), (19, 75, 0.75), (20, 75, 0.25), (21, 25, 0.5), (22, 25, 0.25), (23, 50, 0.5), (24, 50, 0.75), (25, 25, 0.25), (26, 75, 0.5), (27, 25, 0.75), (28, 75, 0.5), (29, 25, 0.25), (30, 75, 0.25), (31, 75, 0.75), (32, 75, 0.25), (33, 25, 0.75), (34, 50, 0.25), (35, 75, 0.75), (36, 75, 0.25), (37, 75, 0.5), (38, 50, 0.5), (39, 25, 0.75), (40, 75, 0.5), (41, 25, 0.5), (42, 25, 0.75), (43, 25, 0.75), (44, 25, 0.25), (45, 50, 0.75), (46, 25, 0.5), (47, 75, 0.5), (48, 50, 0.25), (49, 25, 0.5)]",513.00892243421,120.38008248063495,430.8593698801778
"[(0, 50, 0.25), (1, 25, 0.5), (2, 75, 0.5), (3, 25, 0.25), (4, 50, 0.75), (5, 75, 0.25), (6, 75, 0.5), (7, 75, 0.25), (8, 25, 0.75), (9, 75, 0.25), (10, 50, 0.25), (11, 25, 0.75), (12, 25, 0.5), (13, 25, 0.25), (14, 75, 0.75), (15, 75, 0.75), (16, 75, 0.25), (17, 25, 0.25), (18, 25, 0.5), (19, 50, 0.5), (20, 75, 0.75), (21, 50, 0.75), (22, 75, 0.5), (23, 75, 0.75), (24, 75, 0.5), (25, 75, 0.25), (26, 25, 0.5), (27, 50, 0.5), (28, 50, 0.25), (29, 50, 0.25), (30, 75, 0.5), (31, 50, 0.75), (32, 50, 0.75), (33, 50, 0.5), (34, 25, 0.25), (35, 50, 0.75), (36, 75, 0.5), (37, 50, 0.75), (38, 50, 0.75), (39, 50, 0.25), (40, 50, 0.5), (41, 75, 0.75), (42, 25, 0.5), (43, 50, 0.5), (44, 75, 0.5), (45, 75, 0.25), (46, 75, 0.25), (47, 25, 0.75), (48, 25, 0.75), (49, 50, 0.75)]",568.8301770370995,146.9186370474239,521.4843713821139
"[(0, 25, 0.5), (1, 25, 0.5), (2, 25, 0.5), (3, 25, 0.75), (4, 50, 0.5), (5, 50, 0.25), (6, 75, 0.25), (7, 75, 0.25), (8, 50, 0.25), (9, 75, 0.25), (10, 25, 0.75), (11, 25, 0.25), (12, 50, 0.5), (13, 25, 0.5), (14, 75, 0.75), (15, 75, 0.5), (16, 50, 0.5), (17, 75, 0.75), (18, 75, 0.75), (19, 75, 0.25), (20, 50, 0.75), (21, 75, 0.25), (22, 75, 0.5), (23, 25, 0.5), (24, 50, 0.25), (25, 25, 0.25), (26, 25, 0.5), (27, 75, 0.25), (28, 25, 0.5), (29, 50, 0.25), (30, 75, 0.5), (31, 75, 0.25), (32, 50, 0.5), (33, 50, 0.75), (34, 75, 0.25), (35, 25, 0.5), (36, 75, 0.25), (37, 50, 0.75), (38, 75, 0.25), (39, 75, 0.25), (40, 75, 0.5), (41, 75, 0.75), (42, 75, 0.25), (43, 75, 0.25), (44, 25, 0.75), (45, 25, 0.25), (46, 75, 0.75), (47, 75, 0.75), (48, 50, 0.75), (49, 50, 0.25)]",549.2508956197839,142.020442817194,451.9531229710756
"[(0, 50, 0.75), (1, 50, 0.75), (2, 75, 0.25), (3, 50, 0.5), (4, 25, 0.5), (5, 50, 0.75), (6, 75, 0.25), (7, 25, 0.75), (8, 50, 0.75), (9, 75, 0.75), (10, 25, 0.75), (11, 25, 0.5), (12, 25, 0.75), (13, 25, 0.25), (14, 25, 0.5), (15, 75, 0.25), (16, 25, 0.25), (17, 75, 0.75), (18, 50, 0.5), (19, 75, 0.75), (20, 50, 0.75), (21, 75, 0.75), (22, 50, 0.75), (23, 50, 0.5), (24, 25, 0.75), (25, 75, 0.75), (26, 50, 0.25), (27, 75, 0.25), (28, 75, 0.5), (29, 75, 0.25), (30, 25, 0.5), (31, 50, 0.75), (32, 50, 0.5), (33, 50, 0.5), (34, 25, 0.25), (35, 25, 0.75), (36, 50, 0.5), (37, 25, 0.75), (38, 75, 0.25), (39, 75, 0.25), (40, 50, 0.75), (41, 75, 0.25), (42, 75, 0.75), (43, 75, 0.75), (44, 50, 0.75), (45, 25, 0.75), (46, 75, 0.25), (47, 25, 0.75), (48, 50, 0.25), (49, 75, 0.75)]",643.7001109369594,158.0802266731938,560.9374913566908
"[(0, 75, 0.75), (1, 75, 0.5), (2, 75, 0.25), (3, 50, 0.5), (4, 50, 0.5), (5, 75, 0.25), (6, 25, 0.5), (7, 25, 0.75), (8, 50, 0.5), (9, 75, 0.25), (10, 50, 0.5), (11, 50, 0.75), (12, 25, 0.75), (13, 50, 0.5), (14, 25, 0.25), (15, 25, 0.25), (16, 50, 0.5), (17, 50, 0.5), (18, 25, 0.75), (19, 50, 0.25), (20, 50, 0.25), (21, 75, 0.75), (22, 75, 0.25), (23, 75, 0.25), (24, 25, 0.25), (25, 75, 0.5), (26, 75, 0.25), (27, 50, 0.75), (28, 25, 0.75), (29, 75, 0.5), (30, 75, 0.25), (31, 75, 0.25), (32, 25, 0.5), (33, 75, 0.5), (34, 50, 0.5), (35, 50, 0.5), (36, 50, 0.5), (37, 25, 0.5), (38, 25, 0.5), (39, 75, 0.25), (40, 75, 0.75), (41, 25, 0.75), (42, 25, 0.75), (43, 25, 0.5), (44, 50, 0.75), (45, 75, 0.75), (46, 75, 0.75), (47, 75, 0.5), (48, 50, 0.75), (49, 50, 0.25)]",527.0022162910102,137.77572794963234,465.6250025538519
"[(0, 75, 0.25), (1, 50, 0.75), (2, 25, 0.75), (3, 50, 0.75), (4, 25, 0.5), (5, 25, 0.5), (6, 50, 0.75), (7, 25, 0.75), (8, 50, 0.25), (9, 25, 0.5), (10, 50, 0.5), (11, 75, 0.75), (12, 75, 0.75), (13, 50, 0.75), (14, 75, 0.5), (15, 75, 0.5), (16, 75, 0.75), (17, 25, 0.25), (18, 50, 0.75), (19, 25, 0.5), (20, 50, 0.25), (21, 75, 0.75), (22, 50, 0.5), (23, 25, 0.75), (24, 25, 0.25), (25, 50, 0.5), (26, 25, 0.75), (27, 25, 0.25), (28, 75, 0.25), (29, 25, 0.75), (30, 50, 0.75), (31, 75, 0.5), (32, 75, 0.75), (33, 50, 0.75), (34, 50, 0.5), (35, 50, 0.5), (36, 25, 0.75), (37, 75, 0.25), (38, 25, 0.5), (39, 75, 0.75), (40, 25, 0.5), (41, 75, 0.75), (42, 75, 0.25), (43, 25, 0.5), (44, 25, 0.75), (45, 50, 0.5), (46, 50, 0.25), (47, 25, 0.75), (48, 75, 0.75), (49, 50, 0.5)]",629.7082280299587,150.2889408050329,537.1093495687592
"[(0, 25, 0.25), (1, 50, 0.25), (2, 50, 0.25), (3, 75, 0.25), (4, 25, 0.5), (5, 25, 0.25), (6, 50, 0.5), (7, 25, 0.75), (8, 75, 0.25), (9, 50, 0.5), (10, 75, 0.5), (11, 50, 0.25), (12, 25, 0.5), (13, 75, 0.75), (14, 75, 0.25), (15, 50, 0.75), (16, 25, 0.75), (17, 50, 0.25), (18, 75, 0.5), (19, 25, 0.5), (20, 75, 0.5), (21, 25, 0.5), (22, 75, 0.5), (23, 75, 0.5), (24, 25, 0.75), (25, 25, 0.75), (26, 25, 0.75), (27, 50, 0.5), (28, 25, 0.75), (29, 25, 0.25), (30, 50, 0.75), (31, 25, 0.25), (32, 75, 0.25), (33, 25, 0.75), (34, 50, 0.25), (35, 75, 0.75), (36, 25, 0.5), (37, 50, 0.5), (38, 75, 0.5), (39, 25, 0.25), (40, 75, 0.25), (41, 50, 0.5), (42, 75, 0.75), (43, 75, 0.25), (44, 25, 0.25), (45, 25, 0.5), (46, 50, 0.5), (47, 75, 0.75), (48, 75, 0.25), (49, 75, 0.75)]",508.3305207350828,128.34240718423376,437.8906189188758
"[(0, 75, 0.75), (1, 25, 0.5), (2, 50, 0.75), (3, 25, 0.5), (4, 25, 0.75), (5, 75, 0.25), (6, 25, 0.5), (7, 25, 0.25), (8, 50, 0.25), (9, 75, 0.5), (10, 25, 0.25), (11, 50, 0.5), (12, 25, 0.25), (13, 50, 0.5), (14, 50, 0.5), (15, 75, 0.75), (16, 25, 0.75), (17, 75, 0.75), (18, 50, 0.75), (19, 50, 0.25), (20, 25, 0.5), (21, 75, 0.25), (22, 50, 0.5), (23, 25, 0.75), (24, 50, 0.25), (25, 25, 0.75), (26, 75, 0.25), (27, 25, 0.25), (28, 50, 0.5), (29, 75, 0.25), (30, 25, 0.25), (31, 50, 0.75), (32, 50, 0.75), (33, 75, 0.5), (34, 50, 0.25), (35, 25, 0.5), (36, 50, 0.5), (37, 50, 0.5), (38, 75, 0.5), (39, 75, 0.5), (40, 75, 0.75), (41, 50, 0.75), (42, 50, 0.25), (43, 25, 0.75), (44, 25, 0.75), (45, 25, 0.25), (46, 50, 0.5), (47, 25, 0.75), (48, 50, 0.75), (49, 50, 0.75)]",531.6803161549383,129.18545847143605,443.74999548380055
"[(0, 25, 0.25), (1, 75, 0.75), (2, 50, 0.5), (3, 75, 0.75), (4, 75, 0.5), (5, 25, 0.25), (6, 50, 0.75), (7, 75, 0.75), (8, 75, 0.75), (9, 75, 0.5), (10, 50, 0.5), (11, 50, 0.25), (12, 25, 0.25), (13, 50, 0.25), (14, 25, 0.25), (15, 50, 0.25), (16, 25, 0.75), (17, 75, 0.75), (18, 75, 0.25), (19, 75, 0.5), (20, 50, 0.75), (21, 75, 0.75), (22, 50, 0.75), (23, 25, 0.25), (24, 50, 0.25), (25, 25, 0.25), (26, 75, 0.25), (27, 50, 0.75), (28, 50, 0.75), (29, 50, 0.5), (30, 50, 0.5), (31, 75, 0.25), (32, 75, 0.75), (33, 50, 0.25), (34, 75, 0.5), (35, 25, 0.75), (36, 75, 0.75), (37, 75, 0.5), (38, 50, 0.75), (39, 25, 0.5), (40, 50, 0.25), (41, 75, 0.5), (42, 50, 0.5), (43, 50, 0.5), (44, 75, 0.25), (45, 25, 0.5), (46, 25, 0.25), (47, 50, 0.75), (48, 75, 0.5), (49, 50, 0.5)]",629.7082280379059,142.38431771990787,519.5312290967275
"[(0, 25, 0.5), (1, 75, 0.5), (2, 75, 0.75), (3, 75, 0.75), (4, 50, 0.25), (5, 50, 0.25), (6, 25, 0.25), (7, 25, 0.5), (8, 75, 0.5), (9, 50, 0.25), (10, 50, 0.75), (11, 50, 0.75), (12, 25, 0.75), (13, 50, 0.5), (14, 50, 0.5), (15, 75, 0.25), (16, 50, 0.5), (17, 25, 0.5), (18, 75, 0.5), (19, 75, 0.5), (20, 50, 0.5), (21, 75, 0.75), (22, 50, 0.5), (23, 75, 0.5), (24, 75, 0.75), (25, 25, 0.5), (26, 25, 0.5), (27, 25, 0.5), (28, 75, 0.5), (29, 50, 0.25), (30, 75, 0.75), (31, 75, 0.5), (32, 75, 0.5), (33, 25, 0.75), (34, 75, 0.5), (35, 75, 0.25), (36, 50, 0.25), (37, 25, 0.75), (38, 75, 0.25), (39, 25, 0.75), (40, 25, 0.75), (41, 75, 0.25), (42, 25, 0.25), (43, 75, 0.5), (44, 25, 0.75), (45, 50, 0.25), (46, 75, 0.75), (47, 50, 0.5), (48, 75, 0.5), (49, 75, 0.25)]",536.3483765481474,152.68931469637027,508.5937307435265
"[(0, 75, 0.25), (1, 50, 0.5), (2, 50, 0.25), (3, 25, 0.5), (4, 50, 0.5), (5, 75, 0.5), (6, 75, 0.5), (7, 50, 0.25), (8, 50, 0.75), (9, 75, 0.25), (10, 75, 0.5), (11, 75, 0.75), (12, 75, 0.5), (13, 25, 0.75), (14, 25, 0.75), (15, 25, 0.5), (16, 25, 0.75), (17, 25, 0.25), (18, 75, 0.75), (19, 25, 0.5), (20, 25, 0.5), (21, 25, 0.5), (22, 75, 0.5), (23, 25, 0.25), (24, 25, 0.75), (25, 50, 0.25), (26, 50, 0.25), (27, 75, 0.5), (28, 50, 0.25), (29, 50, 0.5), (30, 25, 0.25), (31, 25, 0.5), (32, 75, 0.75), (33, 50, 0.5), (34, 75, 0.75), (35, 25, 0.75), (36, 75, 0.5), (37, 75, 0.25), (38, 50, 0.75), (39, 75, 0.5), (40, 50, 0.75), (41, 50, 0.75), (42, 50, 0.25), (43, 25, 0.5), (44, 25, 0.5), (45, 50, 0.75), (46, 50, 0.75), (47, 50, 0.75), (48, 75, 0.25), (49, 25, 0.75)]",536.1649654649265,116.15755177852012,483.9843614742785
"[(0, 25, 0.25), (1, 50, 0.75), (2, 25, 0.25), (3, 50, 0.25), (4, 25, 0.5), (5, 75, 0.5), (6, 50, 0.5), (7, 25, 0.5), (8, 25, 0.25), (9, 75, 0.75), (10, 25, 0.5), (11, 25, 0.75), (12, 25, 0.75), (13, 50, 0.75), (14, 75, 0.25), (15, 25, 0.5), (16, 25, 0.25), (17, 25, 0.25), (18, 50, 0.25), (19, 50, 0.5), (20, 50, 0.25), (21, 75, 0.25), (22, 50, 0.25), (23, 25, 0.75), (24, 50, 0.5), (25, 50, 0.5), (26, 25, 0.5), (27, 25, 0.25), (28, 25, 0.25), (29, 75, 0.75), (30, 75, 0.75), (31, 75, 0.5), (32, 75, 0.5), (33, 25, 0.75), (34, 25, 0.25), (35, 50, 0.5), (36, 75, 0.5), (37, 25, 0.25), (38, 75, 0.5), (39, 25, 0.5), (40, 50, 0.75), (41, 50, 0.5), (42, 50, 0.25), (43, 50, 0.5), (44, 25, 0.75), (45, 50, 0.25), (46, 75, 0.5), (47, 75, 0.75), (48, 75, 0.25), (49, 50, 0.75)]",508.24826959443817,118.70321311639812,423.82812557219415
